periodo,fecha_referencia,meses_disponibles,nowcast_pib_trimestral_pct,nowcast_pib_interanual_desestacionalizado_pct,nowcast_pib_trimestral_original_pct,nowcast_pib_interanual_original_pct,modelo,modelo_etiqueta
2026-T3,2026-09-30,1,-0.1833945860946206,1.6262331531642138,1.2327726550788398,1.4315080891646348,dfm_avanzado_estrategia3_lovo,DFM avanzado · leave-one-out automático
2026-T3,2026-09-30,3,0.6161508435124752,2.4402739623949232,2.043661788877693,2.2439891225012776,dfm_avanzado_estrategia2_pesos,DFM avanzado · poda por contribución
2026-T3,2026-09-30,1,0.1901029592596304,2.006502031963575,1.6115692685209737,1.811048338362542,dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro
2026-T3,2026-09-30,1,0.0004893149023743,1.8134507821182533,1.4192654442031216,1.618366992190845,dfm_lasso_sin_ar1,DFM · LASSO sin AR1
2026-T3,2026-09-30,1,0.4571130590289574,2.2783528982687207,1.8823676253121533,2.082378313794342,pesos_senal_fuerte,Bridge · señal contemporánea fuerte
