periodo,fecha_referencia,meses_disponibles,rezago_pib_usado_trimestres,pib_rezagado_disponible_log_pct,rezago_pib_procede_de_nowcast_previo,rezagos_imputados_detalle,nowcast_pib_trimestral_log_pct,observaciones_ajuste_minimas,ultimo_pib_observado,metodo_ponderacion,puntaje_senal,umbral_activacion_senal,umbral_saturacion_senal,proporcion_factores_activos,intensidad_senal,modelos_factoriales_alineados,peso_transferido_a_senal,nowcast_pib_trimestral_pct,factor_estacional_trimestre,componente_estacional_pct,indice_pib_desestacionalizado_proyectado,indice_pib_original_proyectado,nowcast_pib_trimestral_original_pct,nowcast_pib_interanual_desestacionalizado_pct,nowcast_pib_interanual_original_pct
2026-T3,2026-09-30,1,2,1.0650053527886028,False,,0.45607147023801536,39,2026-T2,pesos_adaptativos_por_senal_factorial_fuerte,0.7514030404925377,1.785383315828995,5.478545358851652,0.5,0.0,True,0.0,0.4571130590289574,1.018331618577615,1.8331618577615005,199.14618092821902,202.79685275818383,1.8823676253121535,2.2783528982687207,2.082378313794342
