modelo,modelo_etiqueta,muestra,muestra_etiqueta,informacion,observaciones,trimestres,periodo_inicial,periodo_final,rmse_modelo,sesgo_observado_menos_modelo,mae_modelo,rmse_ar1,ratio_ar1,mejora_ar1_pct,rmse_ar2,ratio_ar2,mejora_ar2_pct,rmse_ma4,ratio_ma4,mejora_ma4_pct
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,completa_con_covid,Todo el test,M1,22,22,2021-T1,2026-T2,0.6612431832809244,0.25496407942403976,0.5558618159348897,1.2156237512272865,0.5439538200971618,45.60461799028383,2.7627623338157,0.23934131980425175,76.06586801957482,0.7252546931123541,0.9117392683710448,8.82607316289552
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,completa_con_covid,Todo el test,M2,22,22,2021-T1,2026-T2,0.5443941220854476,0.16622011030807118,0.4202492470189899,1.2156237512272865,0.44783110031852413,55.21688996814758,2.7627623338157,0.19704703347883537,80.29529665211646,0.7252546931123541,0.7506247491474168,24.937525085258315
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,completa_con_covid,Todo el test,M3,22,22,2021-T1,2026-T2,0.48775125081565923,0.13270264052526898,0.40564288509444724,0.724869747382711,0.6728812349760545,32.71187650239455,1.434732508131902,0.33995971238620454,66.00402876137954,0.852432520037993,0.5721875214168508,42.78124785831492
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,sin_covid,Sin COVID,M1-M3,54,18,2022-T1,2026-T2,0.557146859377692,0.2297173345262589,0.451543176516397,0.7555852989351113,0.7373712275277329,26.26287724722671,0.8148723719965378,0.6837228485395983,31.62771514604017,0.5562829371772009,1.0015530266034673,-0.15530266034673446
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,sin_covid,Sin COVID,M1,18,18,2022-T1,2026-T2,0.6399883998357622,0.332179403172626,0.5444132101364733,0.7896679937503711,0.810452500165626,18.954749983437402,0.8176012737749225,0.7827634574012963,21.723654259870372,0.5590771823393477,1.144722804028341,-14.472280402834103
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,sin_covid,Sin COVID,M2,18,18,2022-T1,2026-T2,0.541567267386548,0.18363325459170673,0.412164146406843,0.7896679937503711,0.6858164085066712,31.418359149332876,0.8176012737749225,0.6623855475250104,33.761445247498955,0.5590771823393477,0.9686806839808184,3.1319316019181587
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,sin_covid,Sin COVID,M3,18,18,2022-T1,2026-T2,0.47786777639259714,0.17333934581444382,0.39805217300587503,0.6823315551790875,0.700345415312317,29.965458468768304,0.8093869668910171,0.5904070561305955,40.95929438694045,0.5506519108824309,0.8678218797548605,13.217812024513954
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,solo_covid,Solo COVID,M1-M3,12,4,2021-T1,2021-T4,0.6198730883910261,-0.018268816562968276,0.5012712770981457,1.9525861086571816,0.3174626131173906,68.25373868826094,5.3640376307831135,0.1155609134495443,88.44390865504556,1.3668552888256016,0.4535030836538807,54.649691634611926
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,solo_covid,Solo COVID,M1,4,4,2021-T1,2021-T4,0.7494670287849015,-0.09250487744459807,0.6073805420277638,2.306834658882521,0.32488979038834065,67.51102096116594,6.2428025060365755,0.12005297749851811,87.9947022501482,1.2191866974306902,0.6147270392338808,38.52729607661192
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,solo_covid,Solo COVID,M2,4,4,2021-T1,2021-T4,0.5569374362674149,0.0878609610317111,0.4566321997736513,2.306834658882521,0.2414292823817755,75.85707176182245,6.2428025060365755,0.08921272709314054,91.07872729068595,1.2191866974306902,0.4568106241981666,54.31893758018334
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,solo_covid,Solo COVID,M3,4,4,2021-T1,2021-T4,0.5299507542993943,-0.050162533276017884,0.439801089493022,0.8915185069978694,0.5944360662617864,40.556393373821365,2.893705730481045,0.18313913150087177,81.68608684991283,1.6223586950448567,0.32665449133906954,67.33455086609304
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,post_covid,Post-COVID,M1-M3,54,18,2022-T1,2026-T2,0.557146859377692,0.2297173345262589,0.451543176516397,0.7555852989351113,0.7373712275277329,26.26287724722671,0.8148723719965378,0.6837228485395983,31.62771514604017,0.5562829371772009,1.0015530266034673,-0.15530266034673446
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,post_covid,Post-COVID,M1,18,18,2022-T1,2026-T2,0.6399883998357622,0.332179403172626,0.5444132101364733,0.7896679937503711,0.810452500165626,18.954749983437402,0.8176012737749225,0.7827634574012963,21.723654259870372,0.5590771823393477,1.144722804028341,-14.472280402834103
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,post_covid,Post-COVID,M2,18,18,2022-T1,2026-T2,0.541567267386548,0.18363325459170673,0.412164146406843,0.7896679937503711,0.6858164085066712,31.418359149332876,0.8176012737749225,0.6623855475250104,33.761445247498955,0.5590771823393477,0.9686806839808184,3.1319316019181587
dfm_avanzado_estrategia1_lasso,DFM avanzado · LASSO como filtro,post_covid,Post-COVID,M3,18,18,2022-T1,2026-T2,0.47786777639259714,0.17333934581444382,0.39805217300587503,0.6823315551790875,0.700345415312317,29.965458468768304,0.8093869668910171,0.5904070561305955,40.95929438694045,0.5506519108824309,0.8678218797548605,13.217812024513954
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,completa_con_covid,Todo el test,M1-M3,237,79,2005-T2,2026-T2,1.0178359098609295,-0.06875036980890907,0.6536890173182265,2.0550865545380805,0.49527641919184634,50.47235808081536,2.261725976384133,0.4500261837590796,54.99738162409204,2.0183897275009413,0.5042811583871653,49.57188416128348
